"skjemanavn";"navn_i_rapporteket";"ledetekst";"obligatorisk";"type";"listeverdier";"listetekst";"normalintervall_start_numerisk";"normalintervall_slutt_numerisk";"maksintervall_start_numerisk";"maksintervall_slutt_numerisk";"normalintervall_start_dato";"normalintervall_slutt_dato";"maksintervall_start_dato";"maksintervall_slutt_dato";"antall_tegn";"lovlige_tegn";"desimaler";"aktiveringsspoersmaal";"underspoersmaal";"innfoert_dato";"utfaset_dato";"tabell";"fysisk_feltnavn";"kommentar";"variabel_id";"hjelpetekst"
"Personopplysninger";;"Personnummer undertype";"Ja";"Listevariabel";4;"FH-nummer";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"patient";"SSNSUBTYPE";;"PATIENT_SSNSUBTYPE";"Personnummer undertype - kun for norkse fødselsnummer"
"Personopplysninger";;"Personnummer undertype";"Ja";"Listevariabel";8;"Testpasient";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"patient";"SSNSUBTYPE";;"PATIENT_SSNSUBTYPE";"Personnummer undertype - kun for norkse fødselsnummer"
"Personopplysninger";;"Fødselsnummer";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;11;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Nei";"1980-01-01";"";"patient";"SSN";;"PATIENT_SSN";"Skriv inn fødselsnummer, 11 siffer. Følgende format for fødselsnummer: ddmmyyxxxxx"
"Personopplysninger";;"Etternavn";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?ÂâČčđŊŋŠšŦŧŽžƷʒǮǯǦǧǤǥǨǩÕõÏï";;"Nei";"Nei";"1980-01-01";"";"patient";"LASTNAME";;"PATIENT_LASTNAME";"Skriv inn personens etternavn, maks 120 tegn."
"Personopplysninger";;"Fornavn";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?ÂâČčđŊŋŠšŦŧŽžƷʒǮǯǦǧǤǥǨǩÕõÏï";;"Nei";"Nei";"1980-01-01";"";"patient";"FIRSTNAME";;"PATIENT_FIRSTNAME";"Skriv inn personens fornavn og mellomnavn, max 120 tegn."
"Personopplysninger";;"Fødselsdato";"Ja";"Datovariabel";"";"";"";"";"";"";"";"";"'1900-01-01'";"today";;;;"Nei";"Nei";"1980-01-01";"";"patient";"BIRTH_DATE";;"PATIENT_BIRTH_DATE";"Pasientens fødselsdato. Dato skrives på formatet yyyy-mm-dd (eller bare yyyymmdd). Skriver du inn kun dag (dd), så autoutfylles nåværende måned og år. Skriver du inn måned og dato (mmdd), så autoutfylles nåværende år. Eksempel: For dato 23.11.1980 er følgende verdier gyldig: 801123, eller 19801123, eller 1980-11-23"
"Personopplysninger";;"Kjønn";"Ja";"Listevariabel";1;"Mann";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"patient";"GENDER";;"PATIENT_GENDER";"Angi pasientens kjønn"
"Personopplysninger";;"Kjønn";"Ja";"Listevariabel";2;"Kvinne";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"patient";"GENDER";;"PATIENT_GENDER";"Angi pasientens kjønn"
"Personopplysninger";;"Avdød";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"patient";"DECEASED";;"PATIENT_DECEASED";"Er personen avdød eller ikke. Døde personers forløp vil stenges og oppfølging avbrytes."
"Personopplysninger";;"Avdød";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"patient";"DECEASED";;"PATIENT_DECEASED";"Er personen avdød eller ikke. Døde personers forløp vil stenges og oppfølging avbrytes."
"Personopplysninger";;"Dødsdato";"Ja";"Datovariabel";"";"";"";"";"";"";"";"";"'1980-01-01'";"today";;;;"Nei";"Ja";"1980-01-01";"";"patient";"DECEASED_DATE";;"PATIENT_DECEASED_DATE";"Skriv inn dato for dødsfall. Dato skrives på formatet yyyy-mm-dd (eller bare yyyymmdd). Skriver du inn kun dag (dd), så autoutfylles nåværende måned og år. Skriver du inn måned og dato (mmdd), så autoutfylles nåværende år. Eksempel: For dato 23.11.1980 er følgende verdier gyldig: 801123, eller 19801123, eller 1980-11-23"
"Personopplysninger";;"Adressetype";"Nei";"Listevariabel";1;"Norsk";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"patient";"ADDR_TYPE";;"PATIENT_ADDR_TYPE";"Er det en vanlig enkel norsk postadresse velg type 1, hvis ikke velg type 2 for fritekstadressefelt."
"Personopplysninger";;"Adressetype";"Nei";"Listevariabel";2;"Annet";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"patient";"ADDR_TYPE";;"PATIENT_ADDR_TYPE";"Er det en vanlig enkel norsk postadresse velg type 1, hvis ikke velg type 2 for fritekstadressefelt."
"Personopplysninger";;"Adresse";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;60;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?ÂâČčđŊŋŠšŦŧŽžƷʒǮǯǦǧǤǥǨǩÕõÏï";;"Nei";"Ja";"1980-01-01";"";"patient";"ADDRESS";;"PATIENT_ADDRESS";"Norsk postadresse, gateadresse med nummer, postboks eller liknende. Inntil 60 tegn. For andre eller mer komplisert adresser bruk adressetype 2."
"Personopplysninger";;"Postnummer og poststed";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;4;1234567890;;"Ja";"Nei";"1980-01-01";"";"patient";"ZIPCODE";;"PATIENT_ZIPCODE";"Skriv inn personens postnummer, 4 tegn. Poststed hentes automatisk."
"Personopplysninger";;"Poststed";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Ja";"Nei";"1980-01-01";"";"patient";"TOWN";;"PATIENT_TOWN";"Poststed tilhørende inntastet postnummer."
"Personopplysninger";;"Kommunenummer";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;4;"0123456789";;"Ja";"Nei";"1980-01-01";"";"patient";"MUNICIPALITY_NUMBER";"Slås opp i database basert på postnummer";"PATIENT_MUNICIPALITY_NUMBER";"Kommunenummer, utledet fra postnummer."
"Personopplysninger";;"Kommunenavn";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Ja";"Nei";"1980-01-01";"";"patient";"MUNICIPALITY_NAME";"Slås opp i database basert på postnummer";"PATIENT_MUNICIPALITY_NAME";"Kommunenavn, utledet fra postnummer."
"Personopplysninger";;"Fylke";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Ja";"1980-01-01";"";"patient";"COUNTY";"Slås opp i database basert på postnummer";"PATIENT_COUNTY";"Fylke tilhørende inntastet postnummer."
"Personopplysninger";;"Helseregion";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Ja";"1980-01-01";"";"patient";"REGIONAL_HEALTH_AUTHORITY";;"PATIENT_REGIONAL_HEALTH_AUTHORITY";"Helseregion tilhørende inntastet postnummer."
"Personopplysninger";;"Fritekstadresse";"Ja";"Stor tekstvariabel";"";"";"";"";"";"";;;;;500;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Ja";"1980-01-01";"";"patient";"FREEFORM_ADDR";;"PATIENT_FREEFORM_ADDR";"Friform adressefelt inntil 500 tegn. Skriv adressen slik den må skrives for å komme frem i postgang."
"Personopplysninger";;"Mobilnummer";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;15;"1234567890 +-()";;"Nei";"Nei";"1980-01-01";"";"patient";"PHONE";;"PATIENT_PHONE";"Skriv inn pasientens mobilnummer, om dette lar seg gjøre."
"Personopplysninger";;"Alternativt telefonnummer";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;15;"1234567890 +-()";;"Nei";"Nei";"1980-01-01";"";"patient";"ALT_PHONE";;"PATIENT_ALT_PHONE";"Dette kan være pasientens fasttelefonnummer, evt nummer til nære pårørende."
"Personopplysninger";;"Kommentar";"Nei";"Stor tekstvariabel";"";"";"";"";"";"";;;;;2000;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Nei";"1980-01-01";"";"patient";"USERCOMMENT";;"PATIENT_USERCOMMENT";"Generell fri kommentar, maks 2000 tegn."
"Behandlingskjede";;"Prosedyredato";"Ja";"Datovariabel";"";"";"";"";"";"";"";"";"'1980-01-01'";"toDayPlus30Days";;;;"Nei";"Nei";"2000-01-01";"";"mce";"PROBABLE_PROCEDUREDATE";;"MCE_PROBABLE_PROCEDUREDATE";"Prosedyredato. Datoen har betydning for hvilke data NORIC automatisk henter fra tidligere prosedyrer og forløp. Dato kan skrives med to siffer for inneværande måned: DD for annen måned må man skrive minst: MM-DD for annet år må man skrive: ÅÅ-MM-DD"
"Behandlingskjede";;"Hendelsestype";"Ja";"Listevariabel";1;"Planlagt";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"ACUTE_ELECTIVE";;"MCE_ACUTE_ELECTIVE";"Angi type hendelse - planlagt, akutt eller subakutt. Med planlagt menes elektive prosedyrer der pasienten kommer fra hjemmet og der prosedyredato er fastsatt på forhånd. Med akutt menes prosedyre som ikke kan utsettes men må gjennomføres med en gang på grunn av pasientens tilstand. Med subakutt menes prosedyrer som må gjennomføres under sykehusoppholdet, eventuelt etter overflytting fra annet sykehus."
"Behandlingskjede";;"Hendelsestype";"Ja";"Listevariabel";2;"Akutt";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"ACUTE_ELECTIVE";;"MCE_ACUTE_ELECTIVE";"Angi type hendelse - planlagt, akutt eller subakutt. Med planlagt menes elektive prosedyrer der pasienten kommer fra hjemmet og der prosedyredato er fastsatt på forhånd. Med akutt menes prosedyre som ikke kan utsettes men må gjennomføres med en gang på grunn av pasientens tilstand. Med subakutt menes prosedyrer som må gjennomføres under sykehusoppholdet, eventuelt etter overflytting fra annet sykehus."
"Behandlingskjede";;"Hendelsestype";"Ja";"Listevariabel";3;"Subakutt";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"ACUTE_ELECTIVE";;"MCE_ACUTE_ELECTIVE";"Angi type hendelse - planlagt, akutt eller subakutt. Med planlagt menes elektive prosedyrer der pasienten kommer fra hjemmet og der prosedyredato er fastsatt på forhånd. Med akutt menes prosedyre som ikke kan utsettes men må gjennomføres med en gang på grunn av pasientens tilstand. Med subakutt menes prosedyrer som må gjennomføres under sykehusoppholdet, eventuelt etter overflytting fra annet sykehus."
"Behandlingskjede";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"STATUS";;"MCE_STATUS";""
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";1;"Angio";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";2;"PCI";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";3;"Angio+PCI";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";4;"CT-Angio";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";5;"Aortaklaff";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";6;"Mitralklaff";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";7;"Andre prosedyrer";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";8;"Oppfølging aortaklaff";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Prosedyre";"Ja";"Listevariabel";9;"Oppfølging mitralklaff";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"mce";"INTERVENTION_TYPE";;"MCE_INTERVENTION_TYPE";"Angi type prosedyre for denne hendelsen/dette forløpet."
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";1;"Høyre hjertekateterisering";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";2;"Temporær pacemaker";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";3;"Ventilfilming";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";4;"Aortaballongpumpe";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";5;"ECMO";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";6;"Impella";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";7;"Perikardiocentese";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";8;"Lukking av ASD/PFO";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";9;"Lukking av venstre aurikkel";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";10;"PTSMA";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";11;"PTA halskar";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";12;"Plugging av PVL";"";"";"";"";;;;;;;;"Nei";"Ja";"2020-12-01";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";13;"Tricuspidal klaff TEER";"";"";"";"";;;;;;;;"Nei";"Ja";"2023-02-27";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Type av prosedyrer";"Ja";"Listevariabel";14;"Myokardiell biopsi";"";"";"";"";;;;;;;;"Nei";"Ja";"2023-02-27";"";"mce";"OTHER_PROCEDURETYPE";;"MCE_OTHER_PROCEDURETYPE";"Type prosedyre"
"Behandlingskjede";;"Registreringstype";"Ja";"Listevariabel";1;"Opphold";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"REGISTRATION_TYPE";;"MCE_REGISTRATION_TYPE";"Registreringstype angir om det er en ny innleggelse eller sekundære angio/pci"
"Behandlingskjede";;"Registreringstype";"Ja";"Listevariabel";2;"Sekundær prosedyre";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"REGISTRATION_TYPE";;"MCE_REGISTRATION_TYPE";"Registreringstype angir om det er en ny innleggelse eller sekundære angio/pci"
"Behandlingskjede";;"Registreringstype";"Ja";"Listevariabel";3;"Oppfølging";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"REGISTRATION_TYPE";;"MCE_REGISTRATION_TYPE";"Registreringstype angir om det er en ny innleggelse eller sekundære angio/pci"
"Behandlingskjede";;"Tilhørende opphold";"Ja";"Listevariabel";1;"Ajax Content here...";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"PARENT_MCE";;"MCE_PARENT_MCE";"Velg oppholdet for den aktuelle pasienten som det registres sekundære prosedyrer på."
"Behandlingskjede";;"Prosedyre som skal følges opp";"Ja";"Listevariabel";1;"Ajax Content here...";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"mce";"TOFOLLOWUP_MCE";;"MCE_TOFOLLOWUP_MCE";"Velg oppholdet for den aktuelle pasienten som det registres oppfølging på."
"Angio+PCI";;"Dato for prosedyre";"Ja";"Datovariabel";"";"";"";"";"";"";"'1980-01-01'";"toDayPlus30Days";"'1980-01-01'";"toDayPlus30Days";;;;"Nei";"Nei";"1980-01-01";"";"regangio";"INTERDAT";;"REGANGIO_INTERDAT";"Dato den aktuelle prosedyren ble gjennomført."
"Angio+PCI";;"Registreringstype";"Ja";"Listevariabel";1;"Angio";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"regangio";"REGTYP";;"REGANGIO_REGTYP";"Kontroller hvilken prosedyre du vil gjøre. Alternativ tre er eneste intressante ved etterregistering når man vet resultatet av angio, ellers skjer omskriving automatisk om den primære beslutningen settes til PCI ad hoc. En prosedyre regnes som PCI selv om bare en guidewire har vært ute i en kransåre."
"Angio+PCI";;"Registreringstype";"Ja";"Listevariabel";2;"PCI";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"regangio";"REGTYP";;"REGANGIO_REGTYP";"Kontroller hvilken prosedyre du vil gjøre. Alternativ tre er eneste intressante ved etterregistering når man vet resultatet av angio, ellers skjer omskriving automatisk om den primære beslutningen settes til PCI ad hoc. En prosedyre regnes som PCI selv om bare en guidewire har vært ute i en kransåre."
"Angio+PCI";;"Registreringstype";"Ja";"Listevariabel";3;"Angio + PCI";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"regangio";"REGTYP";;"REGANGIO_REGTYP";"Kontroller hvilken prosedyre du vil gjøre. Alternativ tre er eneste intressante ved etterregistering når man vet resultatet av angio, ellers skjer omskriving automatisk om den primære beslutningen settes til PCI ad hoc. En prosedyre regnes som PCI selv om bare en guidewire har vært ute i en kransåre."
"Angio+PCI";;"Vakttid";"Nei";"Listevariabel";1;"Planlagt på dagtid";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"regangio";"JOURTID";;"REGANGIO_JOURTID";"Dagtid betyr her den tiden angio / PCI lab er bemannet med tilstedeværende personale. Vakttid er tiden utenom dette, det vil si når hele eller deler av personalet som har vakt, må tilkalles."
"Angio+PCI";;"Vakttid";"Nei";"Listevariabel";2;"Akuttilfelle på dagtid";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"regangio";"JOURTID";;"REGANGIO_JOURTID";"Dagtid betyr her den tiden angio / PCI lab er bemannet med tilstedeværende personale. Vakttid er tiden utenom dette, det vil si når hele eller deler av personalet som har vakt, må tilkalles."
"Angio+PCI";;"Vakttid";"Nei";"Listevariabel";3;"Akuttilfelle i vakttid";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"regangio";"JOURTID";;"REGANGIO_JOURTID";"Dagtid betyr her den tiden angio / PCI lab er bemannet med tilstedeværende personale. Vakttid er tiden utenom dette, det vil si når hele eller deler av personalet som har vakt, må tilkalles."
"Angio+PCI";;"Vakttid";"Nei";"Listevariabel";4;"Subakutt på dagtid";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"regangio";"JOURTID";;"REGANGIO_JOURTID";"Dagtid betyr her den tiden angio / PCI lab er bemannet med tilstedeværende personale. Vakttid er tiden utenom dette, det vil si når hele eller deler av personalet som har vakt, må tilkalles."
